date,time_slot,price_per_kwh,demand_charge,total_cost_per_kwh,time_of_use_category
2025-05-29,06:00-09:00,10.57,3.17,13.74,off-peak
2025-05-29,09:00-12:00,12.85,3.85,16.7,peak
2025-05-29,12:00-18:00,9.81,2.94,12.76,off-peak
2025-05-29,18:00-22:00,13.72,4.12,17.83,peak
2025-05-29,22:00-24:00,8.15,2.44,10.59,off-peak
2025-05-30,00:00-06:00,7.63,2.29,9.91,off-peak
2025-05-30,06:00-09:00,10.89,3.27,14.16,off-peak
2025-05-30,09:00-12:00,12.58,3.77,16.35,peak
2025-05-30,12:00-18:00,10.04,3.01,13.05,off-peak
2025-05-30,18:00-22:00,13.67,4.1,17.77,peak
2025-05-30,22:00-24:00,8.4,2.52,10.92,off-peak
2025-05-31,00:00-06:00,8.49,2.55,11.04,off-peak
2025-05-31,06:00-09:00,10.48,3.14,13.63,off-peak
2025-05-31,09:00-12:00,12.05,3.62,15.67,peak
2025-05-31,12:00-18:00,9.9,2.97,12.87,off-peak
2025-05-31,18:00-22:00,13.55,4.07,17.62,peak
2025-05-31,22:00-24:00,8.65,2.6,11.25,off-peak
2025-06-01,00:00-06:00,7.92,2.38,10.3,off-peak
2025-06-01,06:00-09:00,10.15,3.05,13.2,off-peak
2025-06-01,09:00-12:00,12.85,3.85,16.7,peak
2025-06-01,12:00-18:00,10.09,3.03,13.12,off-peak
2025-06-01,18:00-22:00,13.99,4.2,18.18,peak
2025-06-01,22:00-24:00,8.79,2.64,11.43,off-peak
2025-06-02,00:00-06:00,8.07,2.42,10.5,off-peak
2025-06-02,06:00-09:00,10.07,3.02,13.08,off-peak
2025-06-02,09:00-12:00,12.26,3.68,15.94,peak
2025-06-02,12:00-18:00,10.07,3.02,13.1,off-peak
2025-06-02,18:00-22:00,13.61,4.08,17.69,peak
2025-06-02,22:00-24:00,8.25,2.48,10.73,off-peak
2025-06-03,00:00-06:00,8.11,2.43,10.54,off-peak
2025-06-03,06:00-09:00,10.93,3.28,14.2,off-peak
2025-06-03,09:00-12:00,12.73,3.82,16.55,peak
2025-06-03,12:00-18:00,10.01,3.0,13.01,off-peak
2025-06-03,18:00-22:00,13.71,4.11,17.83,peak
2025-06-03,22:00-24:00,8.19,2.46,10.65,off-peak
2025-06-04,00:00-06:00,8.28,2.48,10.76,off-peak
2025-06-04,06:00-09:00,10.93,3.28,14.2,off-peak
2025-06-04,09:00-12:00,12.12,3.64,15.76,peak
2025-06-04,12:00-18:00,10.18,3.05,13.23,off-peak
2025-06-04,18:00-22:00,14.23,4.27,18.5,peak
2025-06-04,22:00-24:00,8.51,2.55,11.06,off-peak
2025-06-05,00:00-06:00,7.83,2.35,10.18,off-peak
2025-06-05,06:00-09:00,10.71,3.21,13.92,off-peak
2025-06-05,09:00-12:00,12.46,3.74,16.19,peak
2025-06-05,12:00-18:00,9.96,2.99,12.95,off-peak
2025-06-05,18:00-22:00,13.6,4.08,17.68,peak
2025-06-05,22:00-24:00,8.63,2.59,11.22,off-peak
2025-06-06,00:00-06:00,7.59,2.28,9.87,off-peak
2025-06-06,06:00-09:00,10.28,3.08,13.36,off-peak
2025-06-06,09:00-12:00,12.18,3.65,15.83,peak
2025-06-06,12:00-18:00,10.45,3.13,13.58,off-peak
2025-06-06,18:00-22:00,13.58,4.07,17.65,peak
2025-06-06,22:00-24:00,8.46,2.54,11.0,off-peak
2025-06-07,00:00-06:00,8.11,2.43,10.55,off-peak
2025-06-07,06:00-09:00,10.47,3.14,13.61,off-peak
2025-06-07,09:00-12:00,12.66,3.8,16.46,peak
2025-06-07,12:00-18:00,9.53,2.86,12.39,off-peak
2025-06-07,18:00-22:00,14.43,4.33,18.76,peak
2025-06-07,22:00-24:00,8.35,2.51,10.86,off-peak
2025-06-08,00:00-06:00,7.93,2.38,10.31,off-peak
2025-06-08,06:00-09:00,10.54,3.16,13.7,off-peak
2025-06-08,09:00-12:00,12.64,3.79,16.44,peak
2025-06-08,12:00-18:00,9.63,2.89,12.51,off-peak
2025-06-08,18:00-22:00,13.87,4.16,18.03,peak
2025-06-08,22:00-24:00,8.6,2.58,11.18,off-peak
2025-06-09,00:00-06:00,8.03,2.41,10.44,off-peak
2025-06-09,06:00-09:00,10.05,3.02,13.07,off-peak
2025-06-09,09:00-12:00,12.75,3.83,16.58,peak
2025-06-09,12:00-18:00,9.89,2.97,12.85,off-peak
2025-06-09,18:00-22:00,13.52,4.06,17.58,peak
2025-06-09,22:00-24:00,8.8,2.64,11.44,off-peak
2025-06-10,00:00-06:00,7.51,2.25,9.76,off-peak
2025-06-10,06:00-09:00,10.2,3.06,13.26,off-peak
2025-06-10,09:00-12:00,12.72,3.82,16.54,peak
2025-06-10,12:00-18:00,10.09,3.03,13.12,off-peak
2025-06-10,18:00-22:00,14.06,4.22,18.28,peak
2025-06-10,22:00-24:00,8.51,2.55,11.06,off-peak
2025-06-11,00:00-06:00,8.46,2.54,11.0,off-peak
2025-06-11,06:00-09:00,10.06,3.02,13.08,off-peak
2025-06-11,09:00-12:00,12.46,3.74,16.2,peak
2025-06-11,12:00-18:00,10.47,3.14,13.61,off-peak
2025-06-11,18:00-22:00,13.76,4.13,17.89,peak
2025-06-11,22:00-24:00,8.03,2.41,10.44,off-peak
2025-06-12,00:00-06:00,7.98,2.39,10.37,off-peak
2025-06-12,06:00-09:00,10.77,3.23,14.0,off-peak
2025-06-12,09:00-12:00,12.2,3.66,15.86,peak
2025-06-12,12:00-18:00,9.75,2.92,12.67,off-peak
2025-06-12,18:00-22:00,13.66,4.1,17.76,peak
2025-06-12,22:00-24:00,8.36,2.51,10.87,off-peak
2025-06-13,00:00-06:00,8.38,2.52,10.9,off-peak
2025-06-13,06:00-09:00,10.2,3.06,13.26,off-peak
2025-06-13,09:00-12:00,12.26,3.68,15.94,peak
2025-06-13,12:00-18:00,10.38,3.12,13.5,off-peak
2025-06-13,18:00-22:00,14.43,4.33,18.76,peak
2025-06-13,22:00-24:00,8.05,2.42,10.47,off-peak
2025-06-14,00:00-06:00,8.04,2.41,10.45,off-peak
2025-06-14,06:00-09:00,10.3,3.09,13.39,off-peak
2025-06-14,09:00-12:00,12.17,3.65,15.82,peak
2025-06-14,12:00-18:00,10.02,3.01,13.02,off-peak
2025-06-14,18:00-22:00,14.28,4.28,18.56,peak
2025-06-14,22:00-24:00,8.17,2.45,10.62,off-peak
2025-06-15,00:00-06:00,7.82,2.35,10.17,off-peak
2025-06-15,06:00-09:00,10.57,3.17,13.74,off-peak
2025-06-15,09:00-12:00,12.89,3.87,16.76,peak
2025-06-15,12:00-18:00,10.39,3.12,13.51,off-peak
2025-06-15,18:00-22:00,14.16,4.25,18.41,peak
2025-06-15,22:00-24:00,8.74,2.62,11.36,off-peak
2025-06-16,00:00-06:00,7.61,2.28,9.89,off-peak
2025-06-16,06:00-09:00,10.68,3.2,13.88,off-peak
2025-06-16,09:00-12:00,12.34,3.7,16.04,peak
2025-06-16,12:00-18:00,10.21,3.06,13.28,off-peak
2025-06-16,18:00-22:00,13.63,4.09,17.72,peak
2025-06-16,22:00-24:00,8.58,2.57,11.16,off-peak
2025-06-17,00:00-06:00,7.86,2.36,10.22,off-peak
2025-06-17,06:00-09:00,10.43,3.13,13.56,off-peak
2025-06-17,09:00-12:00,12.11,3.63,15.74,peak
2025-06-17,12:00-18:00,10.19,3.06,13.25,off-peak
2025-06-17,18:00-22:00,14.25,4.27,18.52,peak
2025-06-17,22:00-24:00,8.13,2.44,10.57,off-peak
2025-06-18,00:00-06:00,8.0,2.4,10.4,off-peak
2025-06-18,06:00-09:00,10.79,3.24,14.02,off-peak
2025-06-18,09:00-12:00,12.22,3.67,15.89,peak
2025-06-18,12:00-18:00,9.59,2.88,12.47,off-peak
2025-06-18,18:00-22:00,14.41,4.32,18.73,peak
2025-06-18,22:00-24:00,8.76,2.63,11.39,off-peak
2025-06-19,00:00-06:00,7.8,2.34,10.15,off-peak
2025-06-19,06:00-09:00,10.73,3.22,13.95,off-peak
2025-06-19,09:00-12:00,12.03,3.61,15.64,peak
2025-06-19,12:00-18:00,10.31,3.09,13.4,off-peak
2025-06-19,18:00-22:00,13.89,4.17,18.06,peak
2025-06-19,22:00-24:00,8.26,2.48,10.74,off-peak
2025-06-20,00:00-06:00,7.71,2.31,10.02,off-peak
2025-06-20,06:00-09:00,10.41,3.12,13.54,off-peak
2025-06-20,09:00-12:00,12.65,3.8,16.45,peak
2025-06-20,12:00-18:00,10.29,3.09,13.38,off-peak
2025-06-20,18:00-22:00,13.52,4.06,17.58,peak
2025-06-20,22:00-24:00,8.94,2.68,11.62,off-peak
2025-06-21,00:00-06:00,8.34,2.5,10.84,off-peak
2025-06-21,06:00-09:00,10.96,3.29,14.25,off-peak
2025-06-21,09:00-12:00,12.26,3.68,15.93,peak
2025-06-21,12:00-18:00,9.66,2.9,12.56,off-peak
2025-06-21,18:00-22:00,14.37,4.31,18.69,peak
2025-06-21,22:00-24:00,8.02,2.41,10.42,off-peak
2025-06-22,00:00-06:00,7.92,2.37,10.29,off-peak
2025-06-22,06:00-09:00,10.43,3.13,13.56,off-peak
2025-06-22,09:00-12:00,12.23,3.67,15.89,peak
2025-06-22,12:00-18:00,9.73,2.92,12.65,off-peak
2025-06-22,18:00-22:00,14.17,4.25,18.42,peak
2025-06-22,22:00-24:00,8.32,2.5,10.82,off-peak
2025-06-23,00:00-06:00,7.6,2.28,9.88,off-peak
2025-06-23,06:00-09:00,10.34,3.1,13.44,off-peak
2025-06-23,09:00-12:00,12.5,3.75,16.25,peak
2025-06-23,12:00-18:00,9.54,2.86,12.4,off-peak
2025-06-23,18:00-22:00,14.49,4.35,18.84,peak
2025-06-23,22:00-24:00,8.71,2.61,11.32,off-peak
2025-06-24,00:00-06:00,7.61,2.28,9.9,off-peak
2025-06-24,06:00-09:00,10.04,3.01,13.06,off-peak
2025-06-24,09:00-12:00,12.99,3.9,16.89,peak
2025-06-24,12:00-18:00,10.13,3.04,13.16,off-peak
2025-06-24,18:00-22:00,14.1,4.23,18.33,peak
2025-06-24,22:00-24:00,8.22,2.47,10.69,off-peak
2025-06-25,00:00-06:00,8.37,2.51,10.89,off-peak
2025-06-25,06:00-09:00,10.07,3.02,13.09,off-peak
2025-06-25,09:00-12:00,12.77,3.83,16.6,peak
2025-06-25,12:00-18:00,9.63,2.89,12.52,off-peak
2025-06-25,18:00-22:00,14.3,4.29,18.59,peak
2025-06-25,22:00-24:00,8.21,2.46,10.68,off-peak
2025-06-26,00:00-06:00,8.47,2.54,11.02,off-peak
2025-06-26,06:00-09:00,10.2,3.06,13.26,off-peak
2025-06-26,09:00-12:00,12.6,3.78,16.38,peak
2025-06-26,12:00-18:00,10.37,3.11,13.48,off-peak
2025-06-26,18:00-22:00,13.93,4.18,18.11,peak
2025-06-26,22:00-24:00,8.47,2.54,11.01,off-peak
2025-06-27,00:00-06:00,8.45,2.53,10.98,off-peak
2025-06-27,06:00-09:00,10.07,3.02,13.09,off-peak
2025-06-27,09:00-12:00,12.51,3.75,16.27,peak
2025-06-27,12:00-18:00,9.9,2.97,12.87,off-peak
2025-06-27,18:00-22:00,14.0,4.2,18.19,peak
2025-06-27,22:00-24:00,8.29,2.49,10.78,off-peak
2025-06-28,00:00-06:00,7.57,2.27,9.84,off-peak
2025-06-28,06:00-09:00,10.25,3.08,13.33,off-peak
2025-06-28,09:00-12:00,12.02,3.61,15.63,peak
2025-06-28,12:00-18:00,9.62,2.89,12.51,off-peak
2025-06-28,18:00-22:00,13.74,4.12,17.87,peak
2025-06-28,22:00-24:00,8.3,2.49,10.78,off-peak
2025-06-29,00:00-06:00,7.88,2.36,10.24,off-peak
2025-06-29,06:00-09:00,10.9,3.27,14.17,off-peak
2025-06-29,09:00-12:00,12.57,3.77,16.34,peak
2025-06-29,12:00-18:00,10.39,3.12,13.51,off-peak
2025-06-29,18:00-22:00,13.56,4.07,17.63,peak
2025-06-29,22:00-24:00,8.33,2.5,10.83,off-peak
2025-06-30,00:00-06:00,7.89,2.37,10.25,off-peak
2025-06-30,06:00-09:00,10.06,3.02,13.08,off-peak
2025-06-30,09:00-12:00,12.92,3.88,16.8,peak
2025-06-30,12:00-18:00,9.79,2.94,12.72,off-peak
2025-06-30,18:00-22:00,14.28,4.28,18.57,peak
2025-06-30,22:00-24:00,8.47,2.54,11.01,off-peak
2025-07-01,00:00-06:00,7.95,2.38,10.33,off-peak
2025-07-01,06:00-09:00,10.85,3.25,14.1,off-peak
2025-07-01,09:00-12:00,12.33,3.7,16.03,peak
2025-07-01,12:00-18:00,9.54,2.86,12.4,off-peak
2025-07-01,18:00-22:00,14.02,4.21,18.22,peak
2025-07-01,22:00-24:00,8.24,2.47,10.71,off-peak
2025-07-02,00:00-06:00,7.84,2.35,10.2,off-peak
2025-07-02,06:00-09:00,10.36,3.11,13.47,off-peak
2025-07-02,09:00-12:00,12.89,3.87,16.76,peak
2025-07-02,12:00-18:00,10.37,3.11,13.48,off-peak
2025-07-02,18:00-22:00,14.43,4.33,18.76,peak
2025-07-02,22:00-24:00,8.58,2.57,11.15,off-peak
2025-07-03,00:00-06:00,8.09,2.43,10.52,off-peak
2025-07-03,06:00-09:00,10.49,3.15,13.64,off-peak
2025-07-03,09:00-12:00,12.73,3.82,16.55,peak
2025-07-03,12:00-18:00,10.42,3.13,13.55,off-peak
2025-07-03,18:00-22:00,13.53,4.06,17.58,peak
2025-07-03,22:00-24:00,8.27,2.48,10.76,off-peak
2025-07-04,00:00-06:00,7.55,2.27,9.82,off-peak
2025-07-04,06:00-09:00,10.34,3.1,13.44,off-peak
2025-07-04,09:00-12:00,12.85,3.85,16.7,peak
2025-07-04,12:00-18:00,9.98,2.99,12.98,off-peak
2025-07-04,18:00-22:00,14.39,4.32,18.71,peak
2025-07-04,22:00-24:00,8.86,2.66,11.52,off-peak
2025-07-05,00:00-06:00,7.64,2.29,9.93,off-peak
2025-07-05,06:00-09:00,10.28,3.09,13.37,off-peak
2025-07-05,09:00-12:00,12.56,3.77,16.32,peak
2025-07-05,12:00-18:00,9.87,2.96,12.83,off-peak
2025-07-05,18:00-22:00,14.12,4.24,18.36,peak
2025-07-05,22:00-24:00,8.6,2.58,11.18,off-peak
2025-07-06,00:00-06:00,7.53,2.26,9.79,off-peak
2025-07-06,06:00-09:00,10.4,3.12,13.52,off-peak
2025-07-06,09:00-12:00,12.45,3.73,16.18,peak
2025-07-06,12:00-18:00,10.39,3.12,13.51,off-peak
2025-07-06,18:00-22:00,14.21,4.26,18.47,peak
2025-07-06,22:00-24:00,8.23,2.47,10.7,off-peak
2025-07-07,00:00-06:00,8.09,2.43,10.51,off-peak
2025-07-07,06:00-09:00,10.42,3.12,13.54,off-peak
2025-07-07,09:00-12:00,12.9,3.87,16.77,peak
2025-07-07,12:00-18:00,9.54,2.86,12.4,off-peak
2025-07-07,18:00-22:00,14.5,4.35,18.85,peak
2025-07-07,22:00-24:00,8.13,2.44,10.57,off-peak
2025-07-08,00:00-06:00,8.13,2.44,10.57,off-peak
2025-07-08,06:00-09:00,10.3,3.09,13.39,off-peak
2025-07-08,09:00-12:00,12.51,3.75,16.26,peak
2025-07-08,12:00-18:00,9.8,2.94,12.74,off-peak
2025-07-08,18:00-22:00,13.94,4.18,18.12,peak
2025-07-08,22:00-24:00,8.23,2.47,10.7,off-peak
2025-07-09,00:00-06:00,7.58,2.27,9.86,off-peak
2025-07-09,06:00-09:00,10.62,3.19,13.81,off-peak
2025-07-09,09:00-12:00,12.88,3.86,16.74,peak
2025-07-09,12:00-18:00,10.06,3.02,13.08,off-peak
2025-07-09,18:00-22:00,13.96,4.19,18.15,peak
2025-07-09,22:00-24:00,8.03,2.41,10.44,off-peak
2025-07-10,00:00-06:00,7.99,2.4,10.39,off-peak
2025-07-10,06:00-09:00,10.74,3.22,13.96,off-peak
2025-07-10,09:00-12:00,12.16,3.65,15.81,peak
2025-07-10,12:00-18:00,10.26,3.08,13.34,off-peak
2025-07-10,18:00-22:00,13.98,4.2,18.18,peak
2025-07-10,22:00-24:00,8.76,2.63,11.39,off-peak
2025-07-11,00:00-06:00,7.65,2.29,9.94,off-peak
2025-07-11,06:00-09:00,10.2,3.06,13.26,off-peak
2025-07-11,09:00-12:00,12.45,3.73,16.18,peak
2025-07-11,12:00-18:00,9.98,2.99,12.97,off-peak
2025-07-11,18:00-22:00,14.49,4.35,18.84,peak
2025-07-11,22:00-24:00,8.99,2.7,11.68,off-peak
2025-07-12,00:00-06:00,7.96,2.39,10.34,off-peak
2025-07-12,06:00-09:00,10.24,3.07,13.31,off-peak
2025-07-12,09:00-12:00,12.69,3.81,16.5,peak
2025-07-12,12:00-18:00,9.69,2.91,12.6,off-peak
2025-07-12,18:00-22:00,13.78,4.13,17.91,peak
2025-07-12,22:00-24:00,8.54,2.56,11.1,off-peak
2025-07-13,00:00-06:00,8.45,2.53,10.98,off-peak
2025-07-13,06:00-09:00,10.03,3.01,13.04,off-peak
2025-07-13,09:00-12:00,12.67,3.8,16.48,peak
2025-07-13,12:00-18:00,10.37,3.11,13.47,off-peak
2025-07-13,18:00-22:00,14.23,4.27,18.5,peak
2025-07-13,22:00-24:00,8.48,2.54,11.03,off-peak
2025-07-14,00:00-06:00,8.36,2.51,10.86,off-peak
2025-07-14,06:00-09:00,10.78,3.23,14.02,off-peak
2025-07-14,09:00-12:00,12.73,3.82,16.55,peak
2025-07-14,12:00-18:00,9.61,2.88,12.49,off-peak
2025-07-14,18:00-22:00,14.2,4.26,18.47,peak
2025-07-14,22:00-24:00,8.16,2.45,10.6,off-peak
2025-07-15,00:00-06:00,8.4,2.52,10.92,off-peak
2025-07-15,06:00-09:00,10.65,3.19,13.84,off-peak
2025-07-15,09:00-12:00,12.88,3.86,16.74,peak
2025-07-15,12:00-18:00,9.67,2.9,12.57,off-peak
2025-07-15,18:00-22:00,14.08,4.22,18.3,peak
2025-07-15,22:00-24:00,8.01,2.4,10.42,off-peak
2025-07-16,00:00-06:00,7.59,2.28,9.87,off-peak
2025-07-16,06:00-09:00,10.35,3.1,13.45,off-peak
2025-07-16,09:00-12:00,12.28,3.68,15.97,peak
2025-07-16,12:00-18:00,10.3,3.09,13.39,off-peak
2025-07-16,18:00-22:00,14.04,4.21,18.26,peak
2025-07-16,22:00-24:00,8.9,2.67,11.58,off-peak
2025-07-17,00:00-06:00,8.45,2.54,10.99,off-peak
2025-07-17,06:00-09:00,10.87,3.26,14.13,off-peak
2025-07-17,09:00-12:00,12.28,3.69,15.97,peak
2025-07-17,12:00-18:00,10.11,3.03,13.14,off-peak
2025-07-17,18:00-22:00,14.26,4.28,18.54,peak
2025-07-17,22:00-24:00,8.53,2.56,11.09,off-peak
2025-07-18,00:00-06:00,7.83,2.35,10.18,off-peak
2025-07-18,06:00-09:00,10.18,3.05,13.24,off-peak
2025-07-18,09:00-12:00,12.96,3.89,16.85,peak
2025-07-18,12:00-18:00,9.71,2.91,12.62,off-peak
2025-07-18,18:00-22:00,14.31,4.29,18.61,peak
2025-07-18,22:00-24:00,8.13,2.44,10.57,off-peak
2025-07-19,00:00-06:00,8.49,2.55,11.03,off-peak
2025-07-19,06:00-09:00,10.34,3.1,13.44,off-peak
2025-07-19,09:00-12:00,12.78,3.83,16.61,peak
2025-07-19,12:00-18:00,9.65,2.9,12.55,off-peak
2025-07-19,18:00-22:00,14.22,4.27,18.48,peak
2025-07-19,22:00-24:00,8.69,2.61,11.3,off-peak
2025-07-20,00:00-06:00,7.88,2.36,10.24,off-peak
2025-07-20,06:00-09:00,10.04,3.01,13.05,off-peak
2025-07-20,09:00-12:00,12.41,3.72,16.14,peak
2025-07-20,12:00-18:00,10.06,3.02,13.08,off-peak
2025-07-20,18:00-22:00,13.56,4.07,17.62,peak
2025-07-20,22:00-24:00,8.27,2.48,10.75,off-peak
2025-07-21,00:00-06:00,8.48,2.54,11.02,off-peak
2025-07-21,06:00-09:00,10.92,3.28,14.2,off-peak
2025-07-21,09:00-12:00,12.82,3.85,16.66,peak
2025-07-21,12:00-18:00,9.65,2.9,12.55,off-peak
2025-07-21,18:00-22:00,13.91,4.17,18.08,peak
2025-07-21,22:00-24:00,8.21,2.46,10.67,off-peak
2025-07-22,00:00-06:00,7.72,2.31,10.03,off-peak
2025-07-22,06:00-09:00,10.88,3.26,14.14,off-peak
2025-07-22,09:00-12:00,12.41,3.72,16.14,peak
2025-07-22,12:00-18:00,10.35,3.1,13.45,off-peak
2025-07-22,18:00-22:00,13.87,4.16,18.03,peak
2025-07-22,22:00-24:00,8.05,2.42,10.47,off-peak
2025-07-23,00:00-06:00,7.63,2.29,9.92,off-peak
2025-07-23,06:00-09:00,10.04,3.01,13.06,off-peak
2025-07-23,09:00-12:00,12.28,3.68,15.96,peak
2025-07-23,12:00-18:00,10.02,3.01,13.02,off-peak
2025-07-23,18:00-22:00,13.72,4.12,17.84,peak
2025-07-23,22:00-24:00,8.58,2.57,11.15,off-peak
2025-07-24,00:00-06:00,7.79,2.34,10.13,off-peak
2025-07-24,06:00-09:00,10.49,3.15,13.63,off-peak
2025-07-24,09:00-12:00,12.31,3.69,16.01,peak
2025-07-24,12:00-18:00,10.1,3.03,13.13,off-peak
2025-07-24,18:00-22:00,14.14,4.24,18.38,peak
2025-07-24,22:00-24:00,8.86,2.66,11.52,off-peak
2025-07-25,00:00-06:00,8.33,2.5,10.82,off-peak
2025-07-25,06:00-09:00,10.55,3.17,13.72,off-peak
2025-07-25,09:00-12:00,12.4,3.72,16.12,peak
2025-07-25,12:00-18:00,9.71,2.91,12.62,off-peak
2025-07-25,18:00-22:00,14.12,4.24,18.35,peak
2025-07-25,22:00-24:00,8.55,2.56,11.11,off-peak
2025-07-26,00:00-06:00,7.54,2.26,9.8,off-peak
2025-07-26,06:00-09:00,10.04,3.01,13.05,off-peak
2025-07-26,09:00-12:00,12.15,3.65,15.8,peak
2025-07-26,12:00-18:00,10.22,3.07,13.28,off-peak
2025-07-26,18:00-22:00,14.36,4.31,18.67,peak
2025-07-26,22:00-24:00,8.03,2.41,10.43,off-peak
2025-07-27,00:00-06:00,8.32,2.5,10.81,off-peak
2025-07-27,06:00-09:00,10.47,3.14,13.6,off-peak
2025-07-27,09:00-12:00,12.4,3.72,16.12,peak
2025-07-27,12:00-18:00,10.04,3.01,13.06,off-peak
2025-07-27,18:00-22:00,14.44,4.33,18.77,peak
2025-07-27,22:00-24:00,8.57,2.57,11.14,off-peak
2025-07-28,00:00-06:00,7.6,2.28,9.89,off-peak
2025-07-28,06:00-09:00,10.47,3.14,13.61,off-peak
2025-07-28,09:00-12:00,12.98,3.89,16.87,peak
2025-07-28,12:00-18:00,9.66,2.9,12.56,off-peak
2025-07-28,18:00-22:00,13.96,4.19,18.15,peak
2025-07-28,22:00-24:00,8.7,2.61,11.31,off-peak
2025-07-29,00:00-06:00,7.86,2.36,10.22,off-peak
2025-07-29,06:00-09:00,10.77,3.23,14.0,off-peak
2025-07-29,09:00-12:00,12.21,3.66,15.88,peak
2025-07-29,12:00-18:00,9.59,2.88,12.47,off-peak
2025-07-29,18:00-22:00,13.83,4.15,17.98,peak
2025-07-29,22:00-24:00,8.87,2.66,11.53,off-peak
2025-07-30,00:00-06:00,8.21,2.46,10.68,off-peak
2025-07-30,06:00-09:00,10.98,3.29,14.28,off-peak
2025-07-30,09:00-12:00,12.33,3.7,16.03,peak
2025-07-30,12:00-18:00,10.0,3.0,13.0,off-peak
2025-07-30,18:00-22:00,13.92,4.18,18.1,peak
2025-07-30,22:00-24:00,8.49,2.55,11.03,off-peak
2025-07-31,00:00-06:00,7.64,2.29,9.93,off-peak
2025-07-31,06:00-09:00,10.2,3.06,13.26,off-peak
2025-07-31,09:00-12:00,12.5,3.75,16.25,peak
2025-07-31,12:00-18:00,10.47,3.14,13.61,off-peak
2025-07-31,18:00-22:00,14.44,4.33,18.78,peak
2025-07-31,22:00-24:00,8.09,2.43,10.52,off-peak
2025-08-01,00:00-06:00,8.08,2.42,10.51,off-peak
2025-08-01,06:00-09:00,10.62,3.19,13.81,off-peak
2025-08-01,09:00-12:00,12.64,3.79,16.43,peak
2025-08-01,12:00-18:00,10.14,3.04,13.18,off-peak
2025-08-01,18:00-22:00,13.56,4.07,17.63,peak
2025-08-01,22:00-24:00,8.51,2.55,11.06,off-peak
2025-08-02,00:00-06:00,7.5,2.25,9.75,off-peak
2025-08-02,06:00-09:00,10.92,3.28,14.19,off-peak
2025-08-02,09:00-12:00,12.02,3.61,15.62,peak
2025-08-02,12:00-18:00,10.28,3.08,13.36,off-peak
2025-08-02,18:00-22:00,13.74,4.12,17.86,peak
2025-08-02,22:00-24:00,8.59,2.58,11.16,off-peak
2025-08-03,00:00-06:00,7.95,2.39,10.34,off-peak
2025-08-03,06:00-09:00,10.54,3.16,13.71,off-peak
2025-08-03,09:00-12:00,12.6,3.78,16.38,peak
2025-08-03,12:00-18:00,10.48,3.14,13.63,off-peak
2025-08-03,18:00-22:00,14.28,4.28,18.57,peak
2025-08-03,22:00-24:00,8.8,2.64,11.44,off-peak
2025-08-04,00:00-06:00,8.4,2.52,10.92,off-peak
2025-08-04,06:00-09:00,10.91,3.27,14.18,off-peak
2025-08-04,09:00-12:00,12.85,3.86,16.71,peak
2025-08-04,12:00-18:00,10.25,3.07,13.32,off-peak
2025-08-04,18:00-22:00,13.5,4.05,17.55,peak
2025-08-04,22:00-24:00,8.6,2.58,11.18,off-peak
2025-08-05,00:00-06:00,7.57,2.27,9.84,off-peak
2025-08-05,06:00-09:00,10.01,3.0,13.02,off-peak
2025-08-05,09:00-12:00,12.02,3.61,15.63,peak
2025-08-05,12:00-18:00,10.43,3.13,13.56,off-peak
2025-08-05,18:00-22:00,13.79,4.14,17.92,peak
2025-08-05,22:00-24:00,8.57,2.57,11.14,off-peak
2025-08-06,00:00-06:00,7.69,2.31,10.0,off-peak
2025-08-06,06:00-09:00,10.76,3.23,13.98,off-peak
2025-08-06,09:00-12:00,12.81,3.84,16.65,peak
2025-08-06,12:00-18:00,9.85,2.96,12.81,off-peak
2025-08-06,18:00-22:00,13.51,4.05,17.56,peak
2025-08-06,22:00-24:00,8.64,2.59,11.23,off-peak
2025-08-07,00:00-06:00,8.37,2.51,10.89,off-peak
2025-08-07,06:00-09:00,10.13,3.04,13.17,off-peak
2025-08-07,09:00-12:00,12.7,3.81,16.51,peak
2025-08-07,12:00-18:00,9.77,2.93,12.7,off-peak
2025-08-07,18:00-22:00,13.94,4.18,18.12,peak
2025-08-07,22:00-24:00,8.33,2.5,10.83,off-peak
2025-08-08,00:00-06:00,8.41,2.52,10.93,off-peak
2025-08-08,06:00-09:00,10.3,3.09,13.39,off-peak
2025-08-08,09:00-12:00,12.96,3.89,16.85,peak
2025-08-08,12:00-18:00,9.62,2.88,12.5,off-peak
2025-08-08,18:00-22:00,14.42,4.33,18.75,peak
2025-08-08,22:00-24:00,8.66,2.6,11.26,off-peak
2025-08-09,00:00-06:00,7.77,2.33,10.1,off-peak
2025-08-09,06:00-09:00,10.03,3.01,13.03,off-peak
2025-08-09,09:00-12:00,12.15,3.65,15.8,peak
2025-08-09,12:00-18:00,10.43,3.13,13.56,off-peak
2025-08-09,18:00-22:00,14.0,4.2,18.2,peak
2025-08-09,22:00-24:00,8.58,2.57,11.15,off-peak
2025-08-10,00:00-06:00,8.33,2.5,10.83,off-peak
2025-08-10,06:00-09:00,10.62,3.19,13.81,off-peak
2025-08-10,09:00-12:00,12.2,3.66,15.86,peak
2025-08-10,12:00-18:00,10.07,3.02,13.09,off-peak
2025-08-10,18:00-22:00,14.16,4.25,18.4,peak
2025-08-10,22:00-24:00,8.24,2.47,10.71,off-peak
2025-08-11,00:00-06:00,8.43,2.53,10.96,off-peak
2025-08-11,06:00-09:00,10.18,3.05,13.23,off-peak
